x	y	z	Fc epsilon receptor (FCERI) signaling
198	292	34	2
199	292	34	1
200	292	34	1
201	292	34	1
202	292	34	2
203	292	34	2
204	292	34	1
221	292	34	1
222	292	34	1
223	292	34	1
225	292	34	2
228	292	34	1
229	292	34	1
230	292	34	1
233	292	34	1
234	292	34	1
235	292	34	1
236	292	34	1
238	292	34	1
244	292	34	1
182	293	34	1
190	293	34	1
194	293	34	1
201	293	34	3
204	293	34	1
205	293	34	1
222	293	34	1
227	293	34	1
229	293	34	3
230	293	34	2
238	293	34	2
241	293	34	1
243	293	34	1
244	293	34	1
182	294	34	1
183	294	34	1
190	294	34	1
195	294	34	1
198	294	34	2
199	294	34	3
224	294	34	1
229	294	34	2
242	294	34	1
243	294	34	1
245	294	34	1
246	294	34	1
184	295	34	3
196	295	34	1
197	295	34	1
198	295	34	1
204	295	34	1
218	295	34	1
220	295	34	1
224	295	34	1
231	295	34	1
232	295	34	1
236	295	34	1
239	295	34	1
240	295	34	1
244	295	34	2
182	296	34	1
183	296	34	2
184	296	34	1
196	296	34	1
198	296	34	1
199	296	34	2
201	296	34	1
205	296	34	1
221	296	34	2
225	296	34	1
228	296	34	1
229	296	34	3
234	296	34	1
237	296	34	2
238	296	34	1
240	296	34	3
241	296	34	2
243	296	34	1
245	296	34	1
194	297	34	1
195	297	34	1
196	297	34	1
200	297	34	2
202	297	34	1
204	297	34	1
219	297	34	1
221	297	34	3
223	297	34	1
224	297	34	1
225	297	34	1
227	297	34	1
229	297	34	1
231	297	34	2
233	297	34	1
234	297	34	1
235	297	34	2
236	297	34	1
239	297	34	1
242	297	34	3
244	297	34	1
245	297	34	2
247	297	34	2
196	298	34	1
203	298	34	1
220	298	34	1
223	298	34	1
228	298	34	1
233	298	34	1
234	298	34	3
239	298	34	1
241	298	34	1
244	298	34	2
245	298	34	2
246	298	34	2
180	299	34	1
195	299	34	2
196	299	34	1
199	299	34	1
207	299	34	1
224	299	34	1
226	299	34	1
227	299	34	1
229	299	34	1
236	299	34	1
239	299	34	1
241	299	34	1
242	299	34	1
244	299	34	1
247	299	34	2
224	300	34	1
228	300	34	1
233	300	34	1
236	300	34	3
237	300	34	1
239	300	34	1
244	300	34	1
246	300	34	2
197	301	34	1
207	301	34	2
227	301	34	1
233	301	34	1
236	301	34	1
242	301	34	2
243	301	34	1
246	301	34	2
226	302	34	2
228	302	34	2
229	302	34	2
232	302	34	1
235	302	34	2
237	302	34	2
239	302	34	1
242	302	34	2
227	303	34	2
229	303	34	1
232	303	34	1
233	303	34	1
235	303	34	1
236	303	34	1
239	303	34	1
243	303	34	2
226	304	34	3
230	304	34	1
232	304	34	2
233	304	34	1
235	304	34	1
236	304	34	1
241	304	34	1
243	304	34	1
244	304	34	1
199	305	34	1
225	305	34	1
226	305	34	2
230	305	34	1
232	305	34	1
235	305	34	2
236	305	34	1
237	305	34	1
240	305	34	2
198	306	34	1
203	306	34	2
226	306	34	1
228	306	34	4
230	306	34	1
232	306	34	2
234	306	34	1
236	306	34	1
238	306	34	1
241	306	34	2
242	306	34	2
244	306	34	2
226	307	34	1
235	307	34	2
236	307	34	2
241	307	34	1
242	307	34	2
243	307	34	1
225	308	34	1
226	308	34	1
227	308	34	1
232	308	34	1
233	308	34	1
236	308	34	1
237	308	34	1
239	308	34	1
221	309	34	1
223	309	34	1
224	309	34	1
227	309	34	2
229	309	34	1
233	309	34	1
234	309	34	1
216	310	34	1
227	310	34	1
229	310	34	2
230	310	34	1
231	310	34	2
233	310	34	1
236	310	34	1
237	310	34	1
238	310	34	1
240	310	34	1
241	310	34	2
222	311	34	2
224	311	34	2
227	311	34	1
228	311	34	1
231	311	34	1
232	311	34	1
235	311	34	1
216	312	34	1
222	312	34	1
226	312	34	1
212	313	34	2
221	313	34	1
224	313	34	1
225	313	34	2
226	313	34	1
227	313	34	1
228	313	34	2
232	313	34	1
233	313	34	2
235	313	34	1
236	313	34	1
225	314	34	2
228	314	34	1
230	314	34	2
227	315	34	1
229	315	34	3
231	315	34	3
233	315	34	1
230	316	34	2
227	317	34	3
231	317	34	1
233	317	34	2
235	318	34	1
230	248	35	2
224	251	35	2
226	251	35	1
223	252	35	1
225	252	35	2
226	252	35	1
219	253	35	1
223	253	35	1
224	253	35	2
219	254	35	1
221	254	35	1
223	254	35	1
224	254	35	1
225	254	35	1
227	254	35	1
230	254	35	1
231	254	35	2
235	254	35	1
222	255	35	1
223	255	35	1
224	255	35	2
225	255	35	1
226	255	35	1
227	255	35	1
231	255	35	1
216	256	35	1
220	256	35	1
221	256	35	1
222	256	35	2
225	256	35	1
228	256	35	2
229	256	35	3
230	256	35	1
243	256	35	1
209	257	35	3
210	257	35	1
216	257	35	1
221	257	35	1
223	257	35	1
225	257	35	1
239	257	35	2
203	258	35	1
216	258	35	1
217	258	35	1
221	258	35	1
226	258	35	2
227	258	35	3
228	258	35	1
229	258	35	3
230	258	35	1
232	258	35	3
234	258	35	2
235	258	35	2
242	258	35	1
190	259	35	1
201	259	35	1
210	259	35	1
211	259	35	1
215	259	35	1
217	259	35	2
218	259	35	2
219	259	35	3
222	259	35	1
223	259	35	1
225	259	35	1
226.5	259.5	35.5	1
233	259	35	1
239	259	35	1
241	259	35	1
242	259	35	1
244	259	35	1
215	260	35	1
216	260	35	2
218	260	35	1
220	260	35	1
221	260	35	1
222	260	35	1
223	260	35	1
229	260	35	1
230	260	35	1
231	260	35	1
240	260	35	1
245	260	35	3
188	261	35	2
189	261	35	1
191	261	35	2
193	261	35	2
208	261	35	1
210	261	35	2
213	261	35	1
215	261	35	2
219	261	35	2
223	261	35	1
224	261	35	3
226	261	35	2
227	261	35	1
229	261	35	2
230	261	35	1
231	261	35	2
234	261	35	3
235	261	35	2
237	261	35	1
240	261	35	2
243	261	35	3
245	261	35	1
189	262	35	1
190	262	35	2
203	262	35	1
206	262	35	4
207	262	35	1
208	262	35	1
210	262	35	1
211	262	35	1
215	262	35	1
218	262	35	1
219	262	35	1
224	262	35	2
226	262	35	2
228	262	35	1
230	262	35	1
231	262	35	1
232	262	35	1
233	262	35	1
236	262	35	1
237	262	35	2
239	262	35	1
248	262	35	1
188	263	35	1
189	263	35	1
192	263	35	1
209	263	35	1
211	263	35	1
214	263	35	1
216	263	35	2
220	263	35	1
225	263	35	3
227	263	35	2
228	263	35	1
230	263	35	1
231	263	35	1
233	263	35	2
234	263	35	1
235	263	35	2
240	263	35	2
241	263	35	1
243	263	35	1
244	263	35	1
246	263	35	1
247	263	35	1
249	263	35	3
186	264	35	1
192	264	35	2
209	264	35	1
211	264	35	1
212	264	35	1
213	264	35	1
219	264	35	1
227	264	35	2
229	264	35	1
231	264	35	1
232	264	35	2
233	264	35	1
236	264	35	3
237	264	35	2
238	264	35	2
239	264	35	2
240	264	35	1
243	264	35	1
248	264	35	1
250	264	35	1
178	265	35	1
184	265	35	2
185	265	35	1
188	265	35	1
191	265	35	1
193	265	35	1
194	265	35	1
196	265	35	2
200	265	35	2
205	265	35	1
207	265	35	2
209	265	35	1
212	265	35	1
213	265	35	1
214	265	35	1
218	265	35	3
221	265	35	2
226	265	35	2
229	265	35	1
233	265	35	1
243	265	35	1
178	266	35	1
183	266	35	2
184	266	35	2
186	266	35	2
187	266	35	2
190	266	35	1
192	266	35	1
194	266	35	2
196	266	35	3
197	266	35	2
205	266	35	2
206	266	35	4
211	266	35	2
220	266	35	1
223	266	35	1
226	266	35	1
228	266	35	2
233	266	35	1
236	266	35	1
238	266	35	2
242	266	35	2
243	266	35	1
245	266	35	1
176	267	35	1
184	267	35	2
189	267	35	1
191	267	35	1
195	267	35	1
196	267	35	2
206	267	35	1
209	267	35	2
210	267	35	1
215	267	35	1
216	267	35	1
220	267	35	1
222	267	35	3
223	267	35	1
226	267	35	1
227	267	35	3
231	267	35	1
242	267	35	1
243	267	35	1
245	267	35	1
247	267	35	1
248	267	35	1
249	267	35	2
250	267	35	1
177	268	35	1
185	268	35	2
188	268	35	1
189	268	35	2
192	268	35	1
194	268	35	1
202	268	35	1
203	268	35	2
206	268	35	1
207	268	35	1
209	268	35	2
213	268	35	2
214	268	35	2
218	268	35	1
219	268	35	2
222	268	35	1
223	268	35	1
232	268	35	1
233	268	35	3
239	268	35	2
241	268	35	1
248	268	35	1
249	268	35	1
250	268	35	2
252	268	35	1
174	269	35	1
180	269	35	1
184	269	35	1
193	269	35	1
194	269	35	1
196	269	35	1
201	269	35	2
202	269	35	3
210	269	35	2
212	269	35	1
213	269	35	1
215	269	35	1
217	269	35	1
218	269	35	1
220	269	35	1
222	269	35	1
234	269	35	1
235	269	35	1
239	269	35	1
240	269	35	2
244	269	35	3
246	269	35	1
247	269	35	1
250	269	35	1
172	270	35	2
178	270	35	1
179	270	35	2
181	270	35	1
186	270	35	1
188	270	35	1
191	270	35	2
196	270	35	1
207	270	35	1
210	270	35	1
211	270	35	1
213	270	35	1
216	270	35	1
217	270	35	1
218	270	35	2
221	270	35	2
223	270	35	1
227	270	35	1
233	270	35	2
235	270	35	1
241	270	35	1
245	270	35	2
246	270	35	1
247	270	35	1
248	270	35	3
249	270	35	2
250	270	35	3
171	271	35	1
178	271	35	1
180	271	35	1
183	271	35	1
185	271	35	1
186	271	35	1
188	271	35	1
189	271	35	1
190	271	35	1
192	271	35	2
193	271	35	1
201	271	35	1
207	271	35	1
209	271	35	1
210	271	35	1
214	271	35	1
216	271	35	1
217	271	35	1
218	271	35	1
220	271	35	1
225	271	35	1
231	271	35	1
233	271	35	2
236	271	35	4
237	271	35	1
238	271	35	1
241	271	35	1
245	271	35	1
247	271	35	1
248	271	35	1
173	272	35	2
174	272	35	1
178	272	35	1
180	272	35	1
183	272	35	2
184	272	35	1
197	272	35	1
201	272	35	2
205	272	35	2
207	272	35	1
208	272	35	1
209	272	35	1
213	272	35	1
214	272	35	1
215	272	35	2
216	272	35	1
217	272	35	1
229	272	35	2
232	272	35	2
235	272	35	3
238	272	35	1
239	272	35	1
241	272	35	1
243	272	35	1
244	272	35	1
246	272	35	1
173	273	35	1
179	273	35	1
181	273	35	1
183	273	35	1
184	273	35	2
187	273	35	1
205	273	35	2
206	273	35	1
208	273	35	1
209	273	35	2
216	273	35	1
217	273	35	1
218	273	35	1
227	273	35	2
230	273	35	2
232	273	35	1
234	273	35	1
238	273	35	1
239	273	35	1
176	274	35	1
178	274	35	2
179	274	35	1
181	274	35	1
182	274	35	1
184	274	35	1
186	274	35	1
187	274	35	2
190	274	35	1
201	274	35	2
202	274	35	1
204	274	35	1
207	274	35	1
211	274	35	1
212	274	35	2
213	274	35	1
215	274	35	1
217	274	35	1
224	274	35	2
225	274	35	1
232	274	35	2
234	274	35	2
235	274	35	2
238	274	35	1
241	274	35	1
242	274	35	2
243	274	35	2
250	274	35	1
176	275	35	3
185	275	35	1
186	275	35	3
189	275	35	1
200	275	35	1
203	275	35	2
205	275	35	1
207	275	35	2
210	275	35	1
212	275	35	2
213	275	35	1
214	275	35	2
218	275	35	1
219	275	35	1
225	275	35	2
231	275	35	1
235	275	35	1
237	275	35	2
238	275	35	1
239	275	35	1
243	275	35	1
175	276	35	2
177	276	35	2
188	276	35	1
202	276	35	1
203	276	35	1
210	276	35	3
218	276	35	1
220	276	35	1
222	276	35	1
230	276	35	1
237	276	35	2
240	276	35	1
243	276	35	3
244	276	35	1
175	277	35	1
176	277	35	1
178	277	35	3
182	277	35	1
183	277	35	1
185	277	35	2
187	277	35	1
188	277	35	2
202	277	35	2
204	277	35	1
206	277	35	1
210	277	35	2
213	277	35	1
215	277	35	1
220	277	35	2
230	277	35	2
234	277	35	1
237	277	35	1
238	277	35	1
242	277	35	1
244	277	35	2
248	277	35	1
174	278	35	3
179	278	35	3
190	278	35	1
204	278	35	1
205	278	35	1
210	278	35	2
214	278	35	1
216	278	35	1
221	278	35	1
222	278	35	1
223	278	35	1
224	278	35	1
227	278	35	2
235	278	35	2
238	278	35	1
247	278	35	1
172	279	35	1
177	279	35	1
179	279	35	2
184	279	35	1
193	279	35	1
195	279	35	1
201	279	35	2
206	279	35	2
209	279	35	1
212	279	35	1
229	279	35	1
233	279	35	1
235	279	35	1
236	279	35	1
237	279	35	2
238	279	35	1
175	280	35	1
177	280	35	2
179	280	35	2
180	280	35	2
190	280	35	1
199	280	35	1
206	280	35	1
207	280	35	1
208	280	35	1
210	280	35	1
211	280	35	3
214	280	35	2
217	280	35	3
219	280	35	2
220	280	35	1
221	280	35	1
223	280	35	1
226	280	35	1
248	280	35	1
174	281	35	1
180	281	35	1
203	281	35	1
207	281	35	1
208	281	35	1
210	281	35	1
212	281	35	2
213	281	35	1
214	281	35	1
216	281	35	1
217	281	35	1
219	281	35	1
221	281	35	1
223	281	35	1
224	281	35	3
228	281	35	1
229	281	35	1
232	281	35	1
235	281	35	2
244	281	35	1
175	282	35	1
179	282	35	3
186	282	35	1
189	282	35	1
190	282	35	1
202	282	35	1
203	282	35	1
205	282	35	2
208	282	35	2
209	282	35	1
213	282	35	2
214	282	35	1
215	282	35	3
216	282	35	2
218	282	35	1
225	282	35	1
226	282	35	1
233	282	35	1
244	282	35	2
175	283	35	1
180	283	35	3
181	283	35	1
183	283	35	2
188	283	35	1
190	283	35	1
204	283	35	1
205	283	35	1
207	283	35	1
208	283	35	2
216	283	35	2
220	283	35	3
221	283	35	1
223	283	35	1
227	283	35	2
228	283	35	1
232	283	35	2
233	283	35	1
238	283	35	1
241	283	35	1
244	283	35	2
245	283	35	2
246	283	35	2
247	283	35	3
177	284	35	1
181	284	35	1
185	284	35	1
186	284	35	1
200	284	35	1
203	284	35	1
205	284	35	1
206	284	35	1
208	284	35	2
209	284	35	1
215	284	35	1
216	284	35	1
219	284	35	1
224	284	35	3
225	284	35	1
226	284	35	1
229	284	35	1
241	284	35	1
245	284	35	3
247	284	35	4
248	284	35	1
176	285	35	1
177	285	35	1
178	285	35	1
180	285	35	3
182	285	35	3
185	285	35	3
187	285	35	1
189	285	35	1
200	285	35	1
201	285	35	1
209	285	35	2
218	285	35	1
221	285	35	2
222	285	35	1
229	285	35	1
230	285	35	1
234	285	35	2
236	285	35	2
240	285	35	2
243	285	35	1
245	285	35	1
246	285	35	2
250	285	35	1
174	286	35	2
181	286	35	1
185	286	35	1
186	286	35	1
187	286	35	2
188	286	35	1
198	286	35	1
201	286	35	1
207	286	35	1
208	286	35	1
209	286	35	1
211	286	35	1
215	286	35	1
216	286	35	1
218	286	35	1
219	286	35	2
220	286	35	1
221	286	35	2
225	286	35	1
228	286	35	2
234	286	35	1
236	286	35	2
243	286	35	1
244	286	35	1
246	286	35	2
247	286	35	2
182	287	35	1
185	287	35	1
190	287	35	1
198	287	35	1
203	287	35	2
204	287	35	1
205	287	35	1
208	287	35	1
223	287	35	1
224	287	35	2
225	287	35	1
228	287	35	1
239	287	35	3
242	287	35	1
243	287	35	1
244	287	35	1
246	287	35	2
176	288	35	1
183	288	35	4
186	288	35	1
188	288	35	1
189	288	35	2
190	288	35	1
192	288	35	1
194	288	35	2
195	288	35	2
199	288	35	1
200	288	35	1
201	288	35	1
219	288	35	4
221	288	35	2
223	288	35	1
224	288	35	3
228	288	35	2
230	288	35	2
236	288	35	2
237	288	35	2
239	288	35	2
174	289	35	1
175	289	35	1
176	289	35	1
177	289	35	1
184	289	35	1
186	289	35	1
188	289	35	2
190	289	35	1
200	289	35	1
204	289	35	1
220	289	35	1
226	289	35	1
228	289	35	2
230	289	35	1
235	289	35	1
236	289	35	2
241	289	35	2
246	289	35	1
247	289	35	2
248	289	35	1
186	290	35	1
187	290	35	1
197	290	35	1
198	290	35	1
199	290	35	1
200	290	35	1
205	290	35	1
206	290	35	2
220	290	35	1
222	290	35	1
223	290	35	1
224	290	35	2
225	290	35	1
232	290	35	2
234	290	35	1
238	290	35	3
242	290	35	2
243	290	35	1
176	291	35	3
179	291	35	1
195	291	35	2
196	291	35	1
199	291	35	1
201	291	35	2
204	291	35	2
205	291	35	2
223	291	35	1
226	291	35	1
232	291	35	1
236	291	35	1
247	291	35	1
182	292	35	1
183	292	35	1
186	292	35	2
187	292	35	1
188	292	35	2
194	292	35	1
199	292	35	2
201	292	35	1
203	292	35	1
204	292	35	1
205	292	35	1
220	292	35	2
222	292	35	1
226	292	35	1
228	292	35	1
235	292	35	2
243	292	35	2
247	292	35	1
182	293	35	1
196	293	35	3
198	293	35	1
200	293	35	2
203	293	35	1
206	293	35	2
218	293	35	1
222	293	35	1
223	293	35	3
225	293	35	2
229	293	35	1
230	293	35	2
231	293	35	2
232	293	35	2
235	293	35	1
238	293	35	1
239	293	35	2
242	293	35	1
183	294	35	1
185	294	35	1
187	294	35	3
195	294	35	1
197	294	35	2
198	294	35	2
204	294	35	1
220	294	35	1
223	294	35	1
224	294	35	1
228	294	35	1
231	294	35	1
236	294	35	1
237	294	35	1
244	294	35	1
184	295	35	1
194	295	35	2
197	295	35	1
203	295	35	1
218	295	35	1
223	295	35	3
224	295	35	1
225	295	35	1
227	295	35	1
230	295	35	1
231	295	35	2
233	295	35	1
238	295	35	4
244	295	35	1
245	295	35	1
182	296	35	1
193	296	35	1
195	296	35	1
196	296	35	3
198	296	35	2
200	296	35	1
203	296	35	1
219	296	35	1
220	296	35	1
221	296	35	1
228	296	35	1
238	296	35	1
242	296	35	1
196	297	35	2
198	297	35	1
199	297	35	1
222	297	35	1
226	297	35	1
227	297	35	1
228	297	35	1
229	297	35	2
230	297	35	2
232	297	35	1
233	297	35	2
235	297	35	3
236	297	35	2
238	297	35	2
239	297	35	1
240	297	35	1
243	297	35	1
244	297	35	1
245	297	35	2
247	297	35	1
248	297	35	1
191	298	35	1
198	298	35	1
200	298	35	1
203	298	35	2
221	298	35	1
222	298	35	1
228	298	35	2
234	298	35	1
236	298	35	2
239	298	35	1
241	298	35	2
244	298	35	1
247	298	35	1
195	299	35	2
199	299	35	1
200	299	35	1
202	299	35	1
228	299	35	2
229	299	35	1
235	299	35	5
236	299	35	2
239	299	35	1
242	299	35	2
195	300	35	1
197	300	35	2
208	300	35	1
225	300	35	1
226	300	35	1
228	300	35	2
233	300	35	1
235	300	35	1
236	300	35	1
237	300	35	1
241	300	35	1
196	301	35	1
224	301	35	1
227	301	35	1
229	301	35	1
231	301	35	1
235	301	35	2
236	301	35	3
237	301	35	1
240	301	35	1
199	302	35	2
200	302	35	2
225	302	35	2
226	302	35	1
227	302	35	4
230	302	35	1
234	302	35	3
236	302	35	2
238	302	35	1
240	302	35	2
244	302	35	2
199	303	35	1
225	303	35	2
236	303	35	1
238	303	35	1
221	304	35	1
227	304	35	2
228	304	35	1
232	304	35	2
233	304	35	2
234	304	35	1
239	304	35	1
241	304	35	1
195	305	35	2
222	305	35	2
223	305	35	1
227	305	35	2
229	305	35	1
234	305	35	1
236	305	35	1
237	305	35	4
238	305	35	2
240	305	35	1
204	306	35	3
206	306	35	1
220	306	35	3
224	306	35	3
225	306	35	1
227	306	35	1
228	306	35	1
229	306	35	1
230	306	35	3
231	306	35	1
232	306	35	1
233	306	35	2
236	306	35	1
222	307	35	2
223	307	35	1
224	307	35	2
225	307	35	1
231	307	35	1
234	307	35	1
237	307	35	3
239	307	35	1
240	307	35	1
242	307	35	2
243	307	35	1
227	308	35	1
228	308	35	1
237	308	35	1
239	308	35	1
240	308	35	1
241	308	35	1
222	309	35	1
223	309	35	3
237	309	35	1
238	309	35	2
240	309	35	1
242	309	35	1
221	310	35	2
223	310	35	1
225	310	35	2
227	310	35	1
229	310	35	2
231	310	35	1
235	310	35	2
236	310	35	1
213	311	35	2
214	311	35	1
215	311	35	1
216	311	35	1
219	311	35	2
221	311	35	2
222	311	35	2
229	311	35	4
234	311	35	1
236	311	35	1
237	311	35	1
213	312	35	1
214	312	35	1
226	312	35	4
231	312	35	2
234	312	35	1
236	312	35	3
237	312	35	2
242	312	35	2
221	313	35	1
223	313	35	1
226	313	35	1
228	313	35	1
229	313	35	2
230	313	35	2
234	313	35	2
236	313	35	1
241	313	35	1
227	314	35	3
228	314	35	2
233	314	35	2
236	314	35	1
226	315	35	2
233	315	35	1
235	315	35	2
236	315	35	1
237	315	35	1
230	317	35	1
233	317	35	1
234	317	35	2
235	317	35	1
238	317	35	2
239	317	35	1
212	318	35	1
233	318	35	1
233	319	35	1
240	319	35	1
229	252	36	1
225	253	36	2
228	253	36	1
229	254	36	1
223	255	36	1
218	256	36	2
223	256	36	1
226	256	36	4
216	257	36	1
217	257	36	1
219	257	36	2
224	257	36	1
227	257	36	1
216	258	36	4
217	258	36	3
218	258	36	1
220	258	36	1
221	258	36	1
228	258	36	1
231	258	36	1
217	259	36	2
218	259	36	1
219	259	36	1
220	259	36	2
222	259	36	2
227	259	36	2
228	259	36	1
229	259	36	1
230	259	36	2
232	259	36	1
233	259	36	2
212	260	36	3
216	260	36	3
217	260	36	2
223	260	36	1
224	260	36	2
225	260	36	1
226	260	36	1
228	260	36	2
232	260	36	1
237	260	36	2
238	260	36	1
240	260	36	2
219	261	36	3
222	261	36	2
223	261	36	1
226	261	36	2
227	261	36	3
228	261	36	3
232	261	36	1
242	261	36	1
243	261	36	1
190	262	36	1
192	262	36	1
214	262	36	2
215	262	36	2
219	262	36	1
221	262	36	1
224	262	36	2
228	262	36	1
229	262	36	2
231	262	36	1
240	262	36	1
242	262	36	1
244	262	36	1
245	262	36	1
189	263	36	1
191	263	36	1
193	263	36	2
214	263	36	2
216	263	36	1
218	263	36	1
219	263	36	1
221	263	36	2
225	263	36	1
226	263	36	1
227	263	36	1
231	263	36	1
233	263	36	3
239	263	36	2
240	263	36	1
244	263	36	1
186	264	36	1
188	264	36	1
191	264	36	2
209	264	36	1
210	264	36	1
212	264	36	2
213	264	36	1
214	264	36	3
215	264	36	1
216	264	36	1
217	264	36	1
218	264	36	1
220	264	36	1
225	264	36	2
226	264	36	1
230	264	36	2
232	264	36	1
233	264	36	2
240	264	36	1
242	264	36	1
250	264	36	1
188	265	36	3
189	265	36	1
194	265	36	1
196	265	36	3
207	265	36	1
208	265	36	2
211	265	36	2
215	265	36	4
222	265	36	3
231	265	36	1
233	265	36	2
234	265	36	3
235	265	36	1
237	265	36	1
240	265	36	1
243	265	36	2
248	265	36	1
186	266	36	1
188	266	36	1
191	266	36	1
195	266	36	3
205	266	36	1
208	266	36	1
216	266	36	3
217	266	36	1
222	266	36	1
229	266	36	1
230	266	36	1
231	266	36	1
234	266	36	1
237	266	36	1
241	266	36	3
248	266	36	1
189	267	36	2
192	267	36	2
193	267	36	1
196	267	36	3
202	267	36	2
208	267	36	1
209	267	36	1
210	267	36	2
211	267	36	1
216	267	36	1
218	267	36	1
221	267	36	1
239	267	36	2
240	267	36	2
241	267	36	1
242	267	36	1
249	267	36	2
188	268	36	1
191	268	36	2
193	268	36	2
194	268	36	1
196	268	36	1
205	268	36	3
206	268	36	1
209	268	36	1
215	268	36	2
219	268	36	2
232	268	36	2
234	268	36	1
236	268	36	2
237	268	36	1
240	268	36	1
245	268	36	1
250	268	36	1
186	269	36	1
200	269	36	1
208	269	36	1
210	269	36	2
211	269	36	2
214	269	36	2
217	269	36	1
218	269	36	1
222	269	36	2
225	269	36	5
229	269	36	1
232	269	36	2
233	269	36	2
238	269	36	1
240	269	36	1
249	269	36	1
185	270	36	4
188	270	36	1
191	270	36	2
193	270	36	1
195	270	36	1
196	270	36	1
206	270	36	1
211	270	36	1
212	270	36	2
217	270	36	1
221	270	36	1
231	270	36	1
232	270	36	1
237	270	36	1
241	270	36	1
244	270	36	1
248	270	36	1
181	271	36	2
188	271	36	4
189	271	36	1
192	271	36	2
193	271	36	2
198	271	36	1
208	271	36	1
211	271	36	1
213	271	36	4
214	271	36	2
215	271	36	1
216	271	36	1
218	271	36	2
220	271	36	1
223	271	36	1
225	271	36	1
239	271	36	1
248	271	36	1
249	271	36	1
177	272	36	2
178	272	36	1
181	272	36	2
185	272	36	1
190	272	36	1
193	272	36	1
197	272	36	1
206	272	36	1
211	272	36	2
217	272	36	3
218	272	36	1
219	272	36	1
222	272	36	2
235	272	36	2
236	272	36	1
178	273	36	2
185	273	36	3
186	273	36	2
190	273	36	2
198	273	36	1
204	273	36	2
205	273	36	1
208	273	36	1
232	273	36	1
235	273	36	1
238	273	36	1
179	274	36	1
185	274	36	2
203	274	36	1
204	274	36	1
208	274	36	1
209	274	36	1
212	274	36	1
213	274	36	1
214	274	36	1
215	274	36	1
216	274	36	1
217	274	36	1
220	274	36	1
221	274	36	1
233	274	36	1
240	274	36	1
175	275	36	2
205	275	36	1
207	275	36	1
208	275	36	1
209	275	36	2
212	275	36	2
214	275	36	1
217	275	36	4
218	275	36	1
219	275	36	2
220	275	36	1
231	275	36	2
177	276	36	1
180	276	36	1
181	276	36	1
203	276	36	1
204	276	36	1
206	276	36	1
211	276	36	3
219	276	36	1
228	276	36	1
237	276	36	2
240	276	36	1
175	277	36	1
189	277	36	3
204	277	36	1
205	277	36	1
206	277	36	1
207	277	36	2
209	277	36	2
210	277	36	1
214	277	36	1
215	277	36	1
217	277	36	1
226	277	36	2
232	277	36	1
181	278	36	2
202	278	36	2
204	278	36	2
205	278	36	1
207	278	36	1
210	278	36	1
211	278	36	1
213	278	36	1
214	278	36	1
219	278	36	2
223	278	36	2
224	278	36	1
231	278	36	3
187	279	36	2
192	279	36	3
204	279	36	1
208	279	36	1
212	279	36	1
219	279	36	2
220	279	36	1
231	279	36	1
174	280	36	1
180	280	36	7
192	280	36	2
199	280	36	1
205	280	36	1
206	280	36	2
208	280	36	2
209	280	36	1
211	280	36	3
212	280	36	2
213	280	36	1
215	280	36	2
226	280	36	1
232	280	36	1
173	281	36	1
178	281	36	1
179	281	36	1
187	281	36	2
189	281	36	1
191	281	36	1
192	281	36	1
206	281	36	1
208	281	36	2
211	281	36	3
213	281	36	1
214	281	36	2
222	281	36	1
223	281	36	1
228	281	36	1
172	282	36	1
175	282	36	1
181	282	36	1
189	282	36	1
191	282	36	2
205	282	36	1
206	282	36	2
208	282	36	1
209	282	36	1
215	282	36	1
220	282	36	1
226	282	36	1
231	282	36	1
232	282	36	1
187	283	36	2
204	283	36	1
208	283	36	1
209	283	36	1
211	283	36	1
212	283	36	1
216	283	36	4
218	283	36	1
219	283	36	1
222	283	36	2
233	283	36	2
239	283	36	1
240	283	36	3
187	284	36	1
196	284	36	1
201	284	36	1
202	284	36	2
203	284	36	1
206	284	36	2
209	284	36	2
215	284	36	1
225	284	36	1
226	284	36	2
232	284	36	1
233	284	36	3
245	284	36	1
176	285	36	1
199	285	36	1
200	285	36	2
205	285	36	1
207	285	36	1
208	285	36	1
212	285	36	1
218	285	36	1
234	285	36	2
235	285	36	2
237	285	36	1
240	285	36	1
242	285	36	1
243	285	36	1
247	285	36	1
188	286	36	1
189	286	36	1
200	286	36	1
201	286	36	1
202	286	36	3
203	286	36	1
204	286	36	1
209	286	36	2
224	286	36	1
227	286	36	2
228	286	36	1
229	286	36	1
238	286	36	1
239	286	36	4
240	286	36	1
243	286	36	3
244	286	36	1
190	287	36	1
191	287	36	1
198	287	36	3
201	287	36	1
202	287	36	1
204	287	36	2
207	287	36	1
214	287	36	3
222	287	36	2
225	287	36	2
226	287	36	1
227	287	36	1
229	287	36	1
233	287	36	2
236	287	36	2
239	287	36	1
240	287	36	1
243	287	36	1
244	287	36	2
245	287	36	1
246	287	36	2
185	288	36	3
186	288	36	2
199	288	36	3
202	288	36	1
206	288	36	3
210	288	36	1
219	288	36	4
220	288	36	1
223	288	36	1
224	288	36	3
230	288	36	3
233	288	36	3
234	288	36	1
237	288	36	1
238	288	36	2
242	288	36	1
244	288	36	1
187	289	36	3
193	289	36	1
195	289	36	1
196	289	36	1
199	289	36	1
200	289	36	1
201	289	36	1
217	289	36	1
232	289	36	3
237	289	36	2
239	289	36	2
244	289	36	1
187	290	36	2
197	290	36	2
198	290	36	1
200	290	36	2
