x	y	z	SUMOylation of chromatin organization proteins
216	256	35	1
221	256	35	1
222	256	35	1
225	256	35	1
226	256	35	2
230	256	35	1
240	256	35	2
241	256	35	2
243	256	35	2
215	257	35	2
216	257	35	1
218	257	35	3
225	257	35	1
227	257	35	2
240	257	35	2
243	257	35	1
203	258	35	2
216	258	35	1
218	258	35	1
221	258	35	1
226	258	35	1
227	258	35	1
230	258	35	1
232	258	35	1
234	258	35	1
237	258	35	1
242	258	35	1
182	259	35	1
210	259	35	2
211	259	35	1
217	259	35	1
218	259	35	1
219	259	35	3
221	259	35	1
223	259	35	3
225	259	35	1
230	259	35	1
234	259	35	1
239	259	35	2
241	259	35	1
191	260	35	1
214	260	35	1
215	260	35	1
217	260	35	2
221	260	35	1
223	260	35	1
224	260	35	1
226	260	35	1
227	260	35	2
228	260	35	1
230	260	35	1
233	260	35	2
234	260	35	1
236	260	35	1
238	260	35	2
244	260	35	1
245	260	35	2
188	261	35	1
193	261	35	1
208	261	35	1
210	261	35	2
213	261	35	1
215	261	35	1
216	261	35	3
219	261	35	1
220	261	35	1
222	261	35	1
223	261	35	1
224	261	35	1
227	261	35	2
228	261	35	2
229	261	35	1
230	261	35	1
232	261	35	1
237	261	35	1
245	261	35	1
190	262	35	1
206	262	35	1
207	262	35	1
210	262	35	1
211	262	35	1
218	262	35	1
219	262	35	1
223	262	35	1
226	262	35	1
230	262	35	1
231	262	35	2
236	262	35	1
241	262	35	1
243	262	35	1
245	262	35	3
188	263	35	1
189	263	35	1
196	263	35	1
208	263	35	1
214	263	35	1
216	263	35	1
217	263	35	2
218	263	35	1
222	263	35	1
224	263	35	2
225	263	35	1
227	263	35	1
230	263	35	1
234	263	35	1
235	263	35	1
244	263	35	1
245	263	35	1
246	263	35	1
247	263	35	1
186	264	35	2
188	264	35	2
192	264	35	4
200	264	35	2
209	264	35	1
212	264	35	1
216	264	35	4
218	264	35	1
219	264	35	1
221	264	35	1
222	264	35	1
226	264	35	1
227	264	35	1
229	264	35	2
230	264	35	1
231	264	35	1
234	264	35	1
235	264	35	2
237	264	35	1
238	264	35	1
239	264	35	1
245	264	35	1
249	264	35	2
250	264	35	1
184	265	35	1
185	265	35	1
187	265	35	2
188	265	35	1
191	265	35	1
193	265	35	1
194	265	35	2
195	265	35	2
196	265	35	1
204	265	35	1
205	265	35	1
208	265	35	1
212	265	35	2
213	265	35	1
216	265	35	1
219	265	35	2
222	265	35	1
226	265	35	1
228	265	35	1
232	265	35	2
241	265	35	1
247	265	35	1
249	265	35	2
187	266	35	1
188	266	35	1
190	266	35	1
192	266	35	1
196	266	35	1
197	266	35	1
205	266	35	1
208	266	35	1
209	266	35	1
210	266	35	2
211	266	35	1
214	266	35	1
220	266	35	2
221	266	35	1
226	266	35	2
229	266	35	1
234	266	35	1
240	266	35	1
245	266	35	1
246	266	35	1
250	266	35	1
251	266	35	2
195	267	35	2
196	267	35	1
210	267	35	4
212	267	35	1
214	267	35	1
215	267	35	2
220	267	35	2
223	267	35	1
225	267	35	2
228	267	35	2
232	267	35	1
239	267	35	1
242	267	35	2
243	267	35	3
246	267	35	2
247	267	35	1
248	267	35	4
249	267	35	2
183	268	35	1
189	268	35	1
192	268	35	2
194	268	35	1
196	268	35	1
206	268	35	1
207	268	35	1
213	268	35	1
217	268	35	2
219	268	35	2
222	268	35	1
223	268	35	3
225	268	35	1
232	268	35	1
234	268	35	1
238	268	35	1
241	268	35	2
243	268	35	1
246	268	35	1
247	268	35	2
172	269	35	4
176	269	35	2
178	269	35	1
184	269	35	1
186	269	35	1
193	269	35	1
196	269	35	1
197	269	35	1
202	269	35	2
212	269	35	1
213	269	35	5
214	269	35	1
215	269	35	1
216	269	35	1
218	269	35	1
220	269	35	2
222	269	35	1
232	269	35	2
234	269	35	2
238	269	35	2
240	269	35	2
244	269	35	1
246	269	35	2
247	269	35	1
249	269	35	1
250	269	35	1
173	270	35	1
176	270	35	1
179	270	35	1
185	270	35	1
186	270	35	1
188	270	35	1
189	270	35	2
190	270	35	1
193	270	35	1
195	270	35	1
196	270	35	1
199	270	35	1
206	270	35	1
210	270	35	1
212	270	35	1
214	270	35	2
220	270	35	1
227	270	35	2
231	270	35	3
233	270	35	1
235	270	35	2
241	270	35	1
246	270	35	3
247	270	35	1
248	270	35	2
249	270	35	3
180	271	35	1
181	271	35	1
185	271	35	1
187	271	35	1
188	271	35	1
192	271	35	1
194	271	35	1
198	271	35	2
199	271	35	1
205	271	35	1
207	271	35	3
212	271	35	2
213	271	35	2
214	271	35	1
218	271	35	1
219	271	35	1
231	271	35	1
233	271	35	1
234	271	35	2
235	271	35	1
237	271	35	1
238	271	35	1
243	271	35	2
245	271	35	2
247	271	35	3
248	271	35	1
249	271	35	1
173	272	35	2
176	272	35	1
178	272	35	1
179	272	35	1
180	272	35	1
182	272	35	1
185	272	35	1
189	272	35	1
191	272	35	1
193	272	35	1
201	272	35	2
205	272	35	1
207	272	35	1
208	272	35	2
214	272	35	1
215	272	35	2
216	272	35	2
218	272	35	1
219	272	35	1
229	272	35	1
235	272	35	2
237	272	35	1
238	272	35	2
240	272	35	1
173	273	35	1
176	273	35	1
178	273	35	1
179	273	35	1
183	273	35	1
184	273	35	2
185	273	35	1
186	273	35	1
205	273	35	2
206	273	35	1
208	273	35	1
212	273	35	1
215	273	35	2
216	273	35	1
228	273	35	1
230	273	35	1
232	273	35	1
234	273	35	1
241	273	35	3
245	273	35	1
248	273	35	3
250	273	35	1
171	274	35	2
173	274	35	1
176	274	35	2
183	274	35	1
185	274	35	1
186	274	35	1
187	274	35	1
196	274	35	1
202	274	35	3
204	274	35	2
211	274	35	1
218	274	35	1
223	274	35	1
224	274	35	1
225	274	35	1
228	274	35	1
231	274	35	1
233	274	35	4
239	274	35	1
241	274	35	1
242	274	35	2
243	274	35	1
244	274	35	1
245	274	35	1
250	274	35	1
185	275	35	3
186	275	35	1
203	275	35	2
205	275	35	1
213	275	35	1
214	275	35	2
218	275	35	1
219	275	35	1
235	275	35	1
245	275	35	1
175	276	35	2
177	276	35	1
186	276	35	1
202	276	35	2
204	276	35	1
206	276	35	2
221	276	35	1
239	276	35	2
240	276	35	1
243	276	35	3
248	276	35	1
175	277	35	1
178	277	35	1
183	277	35	2
185	277	35	1
202	277	35	2
204	277	35	1
210	277	35	1
211	277	35	2
215	277	35	1
218	277	35	1
219	277	35	1
220	277	35	1
224	277	35	2
229	277	35	1
230	277	35	1
232	277	35	1
234	277	35	1
236	277	35	2
238	277	35	2
241	277	35	1
248	277	35	1
171	278	35	3
174	278	35	1
178	278	35	1
179	278	35	1
183	278	35	1
187	278	35	2
190	278	35	1
198	278	35	1
202	278	35	2
204	278	35	1
215	278	35	1
222	278	35	1
225	278	35	1
227	278	35	1
233	278	35	1
235	278	35	1
236	278	35	1
238	278	35	1
243	278	35	1
244	278	35	1
245	278	35	3
172	279	35	1
180	279	35	2
184	279	35	1
190	279	35	2
192	279	35	1
193	279	35	1
195	279	35	1
201	279	35	1
203	279	35	3
205	279	35	1
207	279	35	2
209	279	35	2
210	279	35	3
212	279	35	1
221	279	35	2
222	279	35	1
227	279	35	1
233	279	35	3
234	279	35	1
235	279	35	1
236	279	35	1
241	279	35	1
245	279	35	1
246	279	35	1
180	280	35	1
190	280	35	1
193	280	35	1
207	280	35	1
208	280	35	1
214	280	35	1
215	280	35	1
219	280	35	1
224	280	35	1
232	280	35	1
238	280	35	2
245	280	35	2
248	280	35	1
173	281	35	1
174	281	35	3
187	281	35	3
211	281	35	1
212	281	35	2
213	281	35	1
219	281	35	1
222	281	35	2
224	281	35	1
228	281	35	1
229	281	35	3
230	281	35	1
234	281	35	1
235	281	35	1
239	281	35	1
240	281	35	2
245	281	35	1
248	281	35	1
173	282	35	1
175	282	35	1
179	282	35	1
186	282	35	1
187	282	35	2
189	282	35	2
190	282	35	1
202	282	35	3
203	282	35	1
210	282	35	1
213	282	35	1
214	282	35	1
218	282	35	2
220	282	35	1
221	282	35	1
226	282	35	1
232	282	35	2
244	282	35	1
245	282	35	1
171	283	35	1
173	283	35	1
180	283	35	1
181	283	35	1
191	283	35	2
202	283	35	2
205	283	35	1
207	283	35	1
208	283	35	1
210	283	35	1
211	283	35	3
214	283	35	2
218	283	35	1
223	283	35	2
226	283	35	1
228	283	35	1
233	283	35	2
241	283	35	1
244	283	35	1
247	283	35	1
250	283	35	1
176	284	35	1
180	284	35	1
181	284	35	1
184	284	35	1
185	284	35	1
188	284	35	1
189	284	35	2
203	284	35	2
204	284	35	1
206	284	35	1
207	284	35	1
208	284	35	1
216	284	35	1
218	284	35	2
222	284	35	2
224	284	35	1
225	284	35	1
230	284	35	1
233	284	35	1
234	284	35	1
235	284	35	1
236	284	35	1
238	284	35	1
245	284	35	2
176	285	35	2
180	285	35	2
185	285	35	1
188	285	35	1
189	285	35	1
198	285	35	3
201	285	35	1
203	285	35	2
206	285	35	1
207	285	35	1
218	285	35	2
220	285	35	2
221	285	35	3
224	285	35	1
225	285	35	1
230	285	35	1
232	285	35	1
234	285	35	1
241	285	35	1
248	285	35	1
175	286	35	1
178	286	35	1
181	286	35	2
183	286	35	1
188	286	35	3
191	286	35	1
196	286	35	1
198	286	35	1
199	286	35	1
200	286	35	1
201	286	35	2
207	286	35	1
215	286	35	1
219	286	35	1
224	286	35	1
229	286	35	1
231	286	35	1
233	286	35	1
236	286	35	3
238	286	35	3
246	286	35	2
247	286	35	1
185	287	35	1
186	287	35	2
194	287	35	2
198	287	35	1
200	287	35	1
203	287	35	1
204	287	35	1
219	287	35	2
220	287	35	3
221	287	35	1
223	287	35	1
229	287	35	2
230	287	35	1
233	287	35	1
237	287	35	1
239	287	35	1
243	287	35	1
246	287	35	1
186	288	35	1
187	288	35	1
189	288	35	1
192	288	35	1
195	288	35	1
199	288	35	1
200	288	35	1
204	288	35	1
218	288	35	1
219	288	35	1
222	288	35	1
223	288	35	1
230	288	35	1
232	288	35	1
239	288	35	1
242	288	35	1
245	288	35	1
247	288	35	1
174	289	35	1
177	289	35	2
184	289	35	1
187	289	35	1
189	289	35	1
199	289	35	1
200	289	35	2
205	289	35	1
220	289	35	1
224	289	35	1
230	289	35	1
235	289	35	1
236	289	35	2
237	289	35	1
238	289	35	1
239	289	35	1
243	289	35	3
245	289	35	1
246	289	35	1
247	289	35	2
250	289	35	1
184	290	35	1
185	290	35	3
190	290	35	2
195	290	35	2
197	290	35	2
198	290	35	2
199	290	35	1
203	290	35	1
204	290	35	2
223	290	35	2
225	290	35	1
227	290	35	1
231	290	35	2
234	290	35	2
235	290	35	1
243	290	35	3
244	290	35	1
245	290	35	1
176	291	35	2
183	291	35	1
195	291	35	1
196	291	35	1
198	291	35	2
199	291	35	1
200	291	35	1
201	291	35	1
204	291	35	1
206	291	35	1
223	291	35	1
224	291	35	1
229	291	35	1
232	291	35	2
234	291	35	2
237	291	35	3
239	291	35	3
241	291	35	1
242	291	35	1
182	292	35	2
183	292	35	1
185	292	35	1
186	292	35	1
187	292	35	1
198	292	35	1
220	292	35	1
221	292	35	2
222	292	35	1
226	292	35	2
228	292	35	1
229	292	35	1
232	292	35	1
233	292	35	1
238	292	35	1
243	292	35	4
245	292	35	1
250	292	35	1
182	293	35	1
195	293	35	1
196	293	35	1
222	293	35	3
227	293	35	1
230	293	35	1
231	293	35	1
234	293	35	1
235	293	35	3
236	293	35	1
242	293	35	1
246	293	35	1
181	294	35	3
185	294	35	1
187	294	35	1
195	294	35	1
197	294	35	1
198	294	35	1
201	294	35	1
219	294	35	1
220	294	35	1
221	294	35	1
223	294	35	1
225	294	35	1
226	294	35	1
228	294	35	2
231	294	35	1
236	294	35	1
244	294	35	1
245	294	35	1
181	295	35	1
184	295	35	3
191	295	35	2
194	295	35	1
202	295	35	1
203	295	35	2
218	295	35	2
220	295	35	1
226	295	35	1
227	295	35	1
228	295	35	1
233	295	35	1
236	295	35	1
238	295	35	2
240	295	35	1
241	295	35	3
249	295	35	2
177	296	35	2
180	296	35	3
181	296	35	1
196	296	35	2
200	296	35	1
201	296	35	1
202	296	35	1
204	296	35	3
205	296	35	2
219	296	35	1
229	296	35	1
235	296	35	1
236	296	35	2
237	296	35	2
238	296	35	1
241	296	35	1
243	296	35	1
197	297	35	3
199	297	35	1
200	297	35	1
202	297	35	2
219	297	35	1
222	297	35	1
225	297	35	1
232	297	35	1
233	297	35	1
235	297	35	1
236	297	35	1
238	297	35	1
240	297	35	1
242	297	35	1
243	297	35	1
198	298	35	1
200	298	35	1
223	298	35	1
229	298	35	2
236	298	35	2
239	298	35	1
245	298	35	1
196	299	35	1
199	299	35	3
227	299	35	1
228	299	35	2
229	299	35	1
236	299	35	3
238	299	35	1
240	299	35	1
241	299	35	2
242	299	35	1
195	300	35	1
197	300	35	2
224	300	35	1
226	300	35	1
227	300	35	2
233	300	35	2
236	300	35	1
237	300	35	2
239	300	35	1
242	300	35	1
194	301	35	1
228	301	35	2
233	301	35	1
238	301	35	1
241	301	35	2
242	301	35	4
244	301	35	1
199	302	35	3
224	302	35	1
225	302	35	1
226	302	35	2
229	302	35	1
230	302	35	1
233	302	35	3
234	302	35	1
236	302	35	1
240	302	35	2
242	302	35	2
223	303	35	1
225	303	35	1
226	303	35	1
229	303	35	2
230	303	35	1
231	303	35	1
232	303	35	1
233	303	35	1
234	303	35	1
241	303	35	1
244	303	35	1
191	304	35	1
207	304	35	1
221	304	35	1
225	304	35	1
227	304	35	1
232	304	35	1
233	304	35	1
234	304	35	1
243	304	35	1
244	304	35	1
195	305	35	1
222	305	35	1
223	305	35	1
232	305	35	2
235	305	35	1
236	305	35	1
237	305	35	1
240	305	35	2
241	305	35	1
199	306	35	1
206	306	35	2
220	306	35	1
223	306	35	1
225	306	35	2
229	306	35	1
230	306	35	1
232	306	35	1
233	306	35	1
195	307	35	1
198	307	35	2
207	307	35	1
221	307	35	1
222	307	35	1
226	307	35	1
231	307	35	3
232	307	35	1
237	307	35	1
240	307	35	1
242	307	35	2
203	308	35	1
206	308	35	1
220	308	35	1
221	308	35	1
222	308	35	4
226	308	35	2
227	308	35	1
232	308	35	1
239	308	35	1
222	309	35	5
228	309	35	1
229	309	35	1
234	309	35	2
235	309	35	1
238	309	35	1
240	309	35	1
218	310	35	2
219	310	35	1
222	310	35	1
231	310	35	1
235	310	35	1
237	310	35	2
238	310	35	1
213	311	35	2
216	311	35	2
219	311	35	1
223	311	35	1
228	311	35	1
230	311	35	2
232	311	35	2
234	311	35	1
237	311	35	1
241	311	35	2
213	312	35	2
214	312	35	1
225	312	35	2
229	312	35	1
231	312	35	1
232	312	35	1
234	312	35	1
236	312	35	2
237	312	35	1
221	313	35	3
226	313	35	1
230	313	35	1
240	313	35	1
241	313	35	1
230	314	35	2
234	314	35	1
237	314	35	1
233	315	35	1
235	315	35	1
237	315	35	1
240	315	35	1
232	316	35	2
234	316	35	2
230	317	35	1
233	317	35	1
234	317	35	2
240	317	35	1
212	318	35	1
231	318	35	1
238	318	35	2
233	319	35	2
224	253	36	1
225	253	36	1
229	254	36	1
223	255	36	1
226	255	36	1
218	257	36	1
226	257	36	1
228	257	36	1
216	258	36	1
217	258	36	1
218	258	36	1
221	258	36	1
222	258	36	2
224	258	36	1
228	258	36	2
229	258	36	1
231	258	36	1
217	259	36	1
218	259	36	1
221	259	36	2
222	259	36	1
225	259	36	1
227	259	36	2
228	259	36	1
229	259	36	3
230	259	36	2
233	259	36	5
212	260	36	2
217	260	36	1
219	260	36	1
223	260	36	1
228	260	36	1
229	260	36	1
230	260	36	2
232	260	36	2
237	260	36	1
240	260	36	1
219	261	36	1
220	261	36	1
222	261	36	1
227	261	36	3
230	261	36	1
232	261	36	1
234	261	36	2
237	261	36	1
238	261	36	1
239	261	36	1
242	261	36	2
246	261	36	1
190	262	36	1
212	262	36	1
214	262	36	1
215	262	36	1
219	262	36	1
221	262	36	1
222	262	36	2
224	262	36	1
228	262	36	2
230	262	36	3
231	262	36	1
232	262	36	1
242	262	36	2
244	262	36	1
245	262	36	1
193	263	36	4
210	263	36	3
222	263	36	2
227	263	36	1
229	263	36	1
231	263	36	3
234	263	36	1
235	263	36	2
236	263	36	1
237	263	36	1
239	263	36	1
240	263	36	1
242	263	36	1
244	263	36	1
245	263	36	1
249	263	36	1
206	264	36	2
209	264	36	1
212	264	36	1
216	264	36	1
217	264	36	2
222	264	36	2
223	264	36	1
225	264	36	3
231	264	36	2
232	264	36	1
234	264	36	1
242	264	36	1
243	264	36	1
249	264	36	1
250	264	36	1
188	265	36	1
189	265	36	1
194	265	36	1
216	265	36	2
222	265	36	2
226	265	36	2
233	265	36	1
234	265	36	2
235	265	36	1
242	265	36	1
245	265	36	3
246	265	36	2
247	265	36	1
187	266	36	1
188	266	36	1
189	266	36	1
191	266	36	1
193	266	36	1
195	266	36	2
196	266	36	2
207	266	36	1
208	266	36	1
211	266	36	1
217	266	36	1
220	266	36	3
221	266	36	1
222	266	36	2
226	266	36	1
230	266	36	1
232	266	36	1
237	266	36	1
241	266	36	2
244	266	36	2
186	267	36	1
195	267	36	1
196	267	36	1
208	267	36	5
217	267	36	1
218	267	36	1
229	267	36	1
236	267	36	1
239	267	36	1
240	267	36	1
241	267	36	1
249	267	36	1
191	268	36	1
193	268	36	1
194	268	36	1
205	268	36	3
209	268	36	1
210	268	36	1
211	268	36	3
213	268	36	1
223	268	36	2
233	268	36	1
235	268	36	2
236	268	36	2
243	268	36	1
247	268	36	1
185	269	36	1
188	269	36	3
191	269	36	1
193	269	36	1
210	269	36	1
211	269	36	1
216	269	36	1
218	269	36	1
232	269	36	1
236	269	36	3
238	269	36	1
248	269	36	2
172	270	36	1
185	270	36	1
191	270	36	1
193	270	36	1
195	270	36	3
198	270	36	1
206	270	36	2
211	270	36	1
213	270	36	2
214	270	36	2
220	270	36	2
221	270	36	1
230	270	36	1
232	270	36	1
235	270	36	3
237	270	36	1
241	270	36	2
244	270	36	1
246	270	36	2
248	270	36	1
176	271	36	2
178	271	36	2
181	271	36	2
188	271	36	1
189	271	36	1
191	271	36	1
193	271	36	1
198	271	36	1
207	271	36	1
208	271	36	2
211	271	36	4
213	271	36	1
214	271	36	2
215	271	36	1
218	271	36	2
220	271	36	1
236	271	36	1
239	271	36	2
248	271	36	1
249	271	36	1
177	272	36	5
179	272	36	2
181	272	36	2
185	272	36	1
190	272	36	3
193	272	36	1
199	272	36	1
207	272	36	1
211	272	36	1
213	272	36	2
219	272	36	2
222	272	36	2
231	272	36	1
232	272	36	1
235	272	36	2
236	272	36	2
239	272	36	1
240	272	36	1
178	273	36	1
181	273	36	1
186	273	36	1
198	273	36	1
205	273	36	3
208	273	36	1
209	273	36	2
210	273	36	1
217	273	36	1
232	273	36	1
235	273	36	1
236	273	36	1
238	273	36	2
178	274	36	1
188	274	36	1
201	274	36	2
205	274	36	1
208	274	36	1
213	274	36	1
215	274	36	1
216	274	36	3
218	274	36	1
221	274	36	2
175	275	36	1
184	275	36	2
205	275	36	1
207	275	36	1
211	275	36	1
214	275	36	1
216	275	36	1
217	275	36	1
220	275	36	1
231	275	36	2
180	276	36	2
181	276	36	1
204	276	36	1
206	276	36	1
211	276	36	2
213	276	36	1
215	276	36	2
216	276	36	1
228	276	36	1
232	276	36	1
237	276	36	1
240	276	36	1
207	277	36	1
208	277	36	1
209	277	36	1
210	277	36	1
213	277	36	1
215	277	36	2
217	277	36	2
223	277	36	2
204	278	36	1
207	278	36	1
210	278	36	1
231	278	36	2
192	279	36	1
208	279	36	2
209	279	36	1
212	279	36	2
214	279	36	2
219	279	36	1
173	280	36	1
174	280	36	1
180	280	36	1
192	280	36	1
193	280	36	1
199	280	36	2
204	280	36	1
207	280	36	1
209	280	36	1
212	280	36	2
213	280	36	1
215	280	36	2
219	280	36	2
223	280	36	1
176	281	36	1
189	281	36	2
191	281	36	1
193	281	36	2
200	281	36	1
208	281	36	3
209	281	36	1
212	281	36	2
213	281	36	1
214	281	36	1
217	281	36	2
221	281	36	2
223	281	36	1
224	281	36	1
228	281	36	1
230	281	36	1
243	281	36	1
172	282	36	1
190	282	36	2
191	282	36	1
205	282	36	1
208	282	36	2
209	282	36	1
213	282	36	1
214	282	36	3
220	282	36	1
222	282	36	1
226	282	36	2
187	283	36	1
189	283	36	1
208	283	36	2
209	283	36	1
210	283	36	2
211	283	36	1
215	283	36	1
222	283	36	1
226	283	36	1
227	283	36	2
231	283	36	3
241	283	36	2
176	284	36	1
187	284	36	1
188	284	36	1
199	284	36	1
201	284	36	1
203	284	36	1
206	284	36	1
208	284	36	1
209	284	36	1
210	284	36	1
214	284	36	1
219	284	36	1
221	284	36	1
224	284	36	3
226	284	36	1
232	284	36	1
233	284	36	1
239	284	36	1
176	285	36	2
190	285	36	1
199	285	36	1
200	285	36	2
202	285	36	1
204	285	36	1
207	285	36	1
210	285	36	2
212	285	36	1
215	285	36	1
217	285	36	1
218	285	36	4
221	285	36	1
233	285	36	1
234	285	36	1
235	285	36	1
241	285	36	2
242	285	36	3
243	285	36	1
245	285	36	2
247	285	36	2
187	286	36	1
201	286	36	1
204	286	36	2
207	286	36	1
208	286	36	1
213	286	36	2
216	286	36	2
218	286	36	2
222	286	36	1
224	286	36	2
227	286	36	1
228	286	36	1
229	286	36	2
230	286	36	2
231	286	36	1
234	286	36	3
237	286	36	1
238	286	36	1
240	286	36	1
242	286	36	2
243	286	36	1
244	286	36	1
176	287	36	2
185	287	36	2
190	287	36	1
200	287	36	1
201	287	36	1
202	287	36	1
204	287	36	1
214	287	36	2
220	287	36	1
222	287	36	3
227	287	36	2
233	287	36	1
234	287	36	3
240	287	36	1
243	287	36	1
244	287	36	2
245	287	36	1
246	287	36	2
176	288	36	1
184	288	36	1
185	288	36	1
186	288	36	1
187	288	36	1
192	288	36	2
196	288	36	1
202	288	36	1
203	288	36	1
220	288	36	2
230	288	36	2
231	288	36	3
233	288	36	2
234	288	36	4
237	288	36	1
240	288	36	1
241	288	36	2
242	288	36	1
243	288	36	3
244	288	36	1
245	288	36	3
184	289	36	1
187	289	36	1
193	289	36	2
195	289	36	2
196	289	36	1
199	289	36	2
201	289	36	2
203	289	36	2
227	289	36	1
232	289	36	2
233	289	36	2
234	289	36	2
237	289	36	4
239	289	36	2
240	289	36	2
241	289	36	1
242	289	36	1
244	289	36	2
185	290	36	1
195	290	36	2
197	290	36	4
204	290	36	1
206	290	36	2
220	290	36	2
222	290	36	3
226	290	36	1
232	290	36	2
233	290	36	2
238	290	36	1
242	290	36	4
184	291	36	1
186	291	36	1
194	291	36	1
196	291	36	1
197	291	36	2
199	291	36	1
202	291	36	2
204	291	36	2
221	291	36	1
222	291	36	1
231	291	36	1
232	291	36	1
234	291	36	1
238	291	36	2
239	291	36	2
240	291	36	1
242	291	36	1
174	292	36	1
189	292	36	1
207	292	36	1
220	292	36	2
221	292	36	1
225	292	36	1
227	292	36	1
228	292	36	1
232	292	36	1
233	292	36	2
235	292	36	1
238	292	36	2
195	293	36	1
200	293	36	2
201	293	36	1
205	293	36	2
208	293	36	2
222	293	36	1
223	293	36	1
228	293	36	3
231	293	36	1
239	293	36	1
240	293	36	1
241	293	36	1
195	294	36	1
199	294	36	2
201	294	36	2
202	294	36	2
204	294	36	2
223	294	36	1
224	294	36	1
225	294	36	2
228	294	36	3
229	294	36	1
230	294	36	1
231	294	36	1
237	294	36	1
241	294	36	2
243	294	36	1
244	294	36	1
196	295	36	1
197	295	36	1
198	295	36	1
201	295	36	2
204	295	36	3
207	295	36	1
218	295	36	1
220	295	36	1
225	295	36	1
226	295	36	1
229	295	36	1
231	295	36	1
232	295	36	1
237	295	36	1
239	295	36	1
240	295	36	1
196	296	36	2
198	296	36	1
199	296	36	2
201	296	36	2
202	296	36	1
228	296	36	1
229	296	36	2
230	296	36	1
234	296	36	2
236	296	36	1
237	296	36	1
243	296	36	1
244	296	36	1
195	297	36	1
198	297	36	1
199	297	36	1
201	297	36	2
217	297	36	1
227	297	36	1
229	297	36	1
233	297	36	1
234	297	36	1
235	297	36	2
236	297	36	1
238	297	36	2
239	297	36	2
241	297	36	2
244	297	36	1
199	298	36	1
202	298	36	2
230	298	36	1
233	298	36	1
236	298	36	1
239	298	36	1
241	298	36	1
243	298	36	3
244	298	36	1
199	299	36	1
204	299	36	4
228	299	36	1
232	299	36	1
237	299	36	1
239	299	36	1
240	299	36	1
241	299	36	1
242	299	36	1
244	299	36	3
225	300	36	2
226	300	36	1
228	300	36	1
229	300	36	1
241	300	36	2
242	300	36	1
244	300	36	2
245	300	36	1
225	301	36	1
226	301	36	1
227	301	36	1
228	301	36	2
229	301	36	1
233	301	36	2
236	301	36	1
243	301	36	2
244	301	36	1
245	301	36	1
226	302	36	1
231	302	36	1
233	302	36	2
235	302	36	1
237	302	36	1
244	302	36	3
228	303	36	1
231	303	36	3
232	303	36	1
234	303	36	1
236	303	36	1
238	303	36	1
241	303	36	1
245	303	36	1
223	304	36	1
227	304	36	1
230	304	36	1
232	304	36	1
199	305	36	1
228	305	36	1
234	305	36	2
242	305	36	1
223	306	36	1
224	306	36	1
239	306	36	1
241	306	36	1
244	306	36	2
194	307	36	1
226	307	36	1
227	307	36	1
234	307	36	1
235	307	36	3
241	307	36	1
242	307	36	1
243	307	36	1
222	308	36	1
224	308	36	1
239	308	36	1
241	308	36	2
220	309	36	1
223	309	36	2
225	309	36	1
228	309	36	1
232	309	36	1
242	309	36	1
216	310	36	1
219	310	36	1
223	310	36	3
224	310	36	1
226	310	36	1
227	310	36	1
228	310	36	1
229	310	36	1
231	310	36	3
234	310	36	2
240	310	36	1
243	310	36	1
211	311	36	3
213	311	36	1
214	311	36	5
215	311	36	1
221	311	36	1
228	311	36	1
229	311	36	1
230	311	36	2
231	311	36	1
233	311	36	1
236	311	36	2
238	311	36	2
213	312	36	1
218	312	36	1
232	312	36	1
236	312	36	1
244	312	36	1
216	313	36	1
225	313	36	2
226	313	36	1
227	313	36	2
230	313	36	2
235	313	36	2
236	313	36	1
238	313	36	2
225	314	36	2
230	314	36	2
236	314	36	1
241	314	36	1
228	315	36	3
230	315	36	1
235	315	36	2
238	315	36	1
242	315	36	1
243	315	36	1
228	316	36	1
231	316	36	2
234	316	36	1
237	316	36	3
238	316	36	1
232	317	36	1
235	317	36	1
237	317	36	1
233	318	36	2
238	318	36	2
240	318	36	1
232	319	36	2
239	319	36	1
227	257	37	1
228	257	37	1
227	258	37	2
228	259	37	3
230	259	37	3
228	260	37	1
230	260	37	1
235	260	37	1
242	260	37	2
217	261	37	1
229	261	37	1
230	261	37	1
220	262	37	2
224	262	37	3
227	262	37	2
230	262	37	2
231	262	37	1
189	264	37	1
209	264	37	1
224	264	37	1
231	264	37	3
236	264	37	2
237	264	37	1
215	265	37	1
232	265	37	2
188	266	37	3
194	266	37	2
188	267	37	2
189	267	37	2
191	267	37	1
210	267	37	1
214	267	37	1
219	267	37	2
229	267	37	2
237	267	37	2
238	267	37	1
239	267	37	1
188	268	37	1
211	268	37	2
235	268	37	1
241	268	37	1
193	269	37	1
194	269	37	2
210	269	37	1
211	269	37	1
218	269	37	1
236	269	37	1
239	269	37	2
188	270	37	1
196	270	37	4
216	270	37	1
220	270	37	1
221	270	37	3
235	270	37	1
238	270	37	2
187	271	37	2
192	271	37	1
194	271	37	1
195	271	37	2
213	271	37	2
214	271	37	1
218	271	37	1
220	271	37	2
216	272	37	1
211	273	37	1
215	273	37	1
219	273	37	1
208	274	37	1
211	274	37	1
213	274	37	1
215	274	37	1
205	275	37	1
206	275	37	1
208	275	37	1
216	275	37	1
219	275	37	1
211	276	37	1
215	276	37	1
219	276	37	1
204	277	37	1
214	277	37	1
217	277	37	2
218	277	37	2
205	278	37	1
208	278	37	3
215	278	37	1
206	279	37	1
207	279	37	1
210	279	37	1
212	279	37	1
217	279	37	2
192	280	37	1
